order_id,order_date,customer_id,product_category,product_name,price,quantity,payment_method,region,sales_channel
53fa9b55-8aa6-45d4-b8a1-41bdc3200974,2024-06-30,d8cae12d-77ed-4be4-a3f8-510a982bc749,Cardio,Arm Cardio,209.72,4,Google Pay,Grand Est,Application mobile
2ab9e0b7-c5c3-48cc-a88d-634cfb11e9b6,2024-10-18,bd2e5360-2181-4562-9ad9-5a049b159fc7,Accessoires,Market Accessoires,194.44,2,PayPal,Hauts-de-France,Marketplace
e93014db-1713-4bc5-85a4-c76f08345aa9,2024-10-15,91bbc890-322d-4940-aba8-70d1d4bd27da,Accessoires,Rock Accessoires,176.65,1,Google Pay,Île-de-France,Application mobile
9fc5b51b-b95d-4594-950b-3dd98d6f903b,2025-04-02,ae28446c-203d-45da-ae59-514104c25be5,Accessoires,For Accessoires,105.19,2,Apple Pay,Grand Est,Application mobile
7fd152fd-dd09-4b81-99b3-1709906b6004,2024-07-31,d847903b-1b1f-4688-8374-dcabc75ec755,Yoga,Movie Yoga,121.72,1,Google Pay,Bretagne,Site web
e4ee4cb5-826a-43c2-817c-927241e4e863,2024-06-05,11c383a8-f987-4e75-8e94-ccdcf9c21497,Yoga,Many Yoga,32.71,4,Carte bancaire,Occitanie,Site web
d7eede6d-5e3a-4e79-9466-e5f4c5f2133f,2024-05-24,6b2ea841-db5a-4e21-8926-f0b715990874,Cardio,None Cardio,227.75,1,Apple Pay,Hauts-de-France,Application mobile
e796a162-3764-4dbb-91a7-63154ff597d2,2024-12-04,37b9e64a-de59-4fa0-897c-b1cc88c99230,Fitness,Politics Fitness,40.55,2,PayPal,Bretagne,Marketplace
80690023-596e-43b6-ba88-9d35b2494a37,2024-06-04,5072f3bb-1224-40ba-a00a-b5efde65b3fa,Vêtements,Draw Vêtements,199.68,1,Apple Pay,Île-de-France,Site web
b36631bc-b293-4a86-8006-1c93d7ab5aef,2025-03-31,887dc480-29c8-4d3d-85f7-12d1620bf7e3,Vêtements,Different Vêtements,249.25,2,Carte bancaire,Grand Est,Site web
6036de41-837f-45fd-8c44-a04954c72f39,2025-01-12,478e7df1-95c1-4589-8cb6-f033c000d80f,Fitness,That Fitness,117.39,3,Apple Pay,Bretagne,Application mobile
5a8719a3-ea2f-41a5-bdaa-7ca9467c038f,2025-04-03,668726c9-8047-46cd-bc38-80fc68d0ca32,Fitness,Amount Fitness,71.13,3,Carte bancaire,Grand Est,Site web
b00c91c6-0f97-4e03-ad10-20a1ec928cdd,2024-06-16,979c976b-1c2e-4247-8a7b-5ecc9fcdfea0,Cardio,One Cardio,176.08,2,Google Pay,Bretagne,Application mobile
4a2f4c5c-44dd-4a38-b740-308c0e658238,2024-05-26,32212932-edc7-418c-ab98-9db1d1748707,Vêtements,Magazine Vêtements,223.28,3,Google Pay,Île-de-France,Site web
e0a0fc7c-654e-4efb-9a16-7907d1019205,2024-08-03,9e309ebb-2be5-4521-822b-17aaaefbcf19,Fitness,Task Fitness,34.97,4,Google Pay,Occitanie,Application mobile
75353c50-31a4-4000-b311-922c1b15fe1f,2024-06-30,bda4fe33-575a-45a2-896c-ebb38c9b15a9,Accessoires,Early Accessoires,164.23,1,Apple Pay,Île-de-France,Application mobile
0c1db944-700c-4ad0-92c5-ec6ef5ccf447,2024-05-08,38ec65f5-c363-4455-9818-24d3d5cd5cc7,Yoga,Finally Yoga,214.04,2,Apple Pay,Bretagne,Marketplace
0ce14eee-77de-44e2-9210-1a0a90886278,2024-11-09,b6fea2ab-c2f2-4b5f-a598-cbdf86dc46db,Accessoires,Pick Accessoires,59.77,4,PayPal,Hauts-de-France,Marketplace
9891e735-10be-4e95-846f-e3262cf1f997,2024-05-04,b61f6f8e-b6d1-45f4-ae18-7efd8c2bc51b,Yoga,Side Yoga,109.55,4,Carte bancaire,Île-de-France,Application mobile
44b4d856-c35c-466b-914c-1ecec1c1aa98,2024-11-27,bf352dd6-9d13-4f85-8c10-04473abff95f,Yoga,Those Yoga,102.07,2,Apple Pay,Bretagne,Marketplace
927a4d41-fc25-4b2f-8185-578ef84afba0,2025-01-07,2f37bde4-ff53-4347-af93-6b884d49274f,Accessoires,People Accessoires,180.45,3,PayPal,Occitanie,Site web
e459f24d-c9ae-4a74-b8ba-629e83c160b9,2024-09-17,ad0dd747-b7d6-4cb4-aab5-157dd5f1f35d,Cardio,Section Cardio,128.58,2,Carte bancaire,Grand Est,Site web
e8d51bef-6574-45f0-89f3-72be452bcca9,2024-12-18,3b5b9a91-b2f6-4edf-8175-33be52f31438,Vêtements,Off Vêtements,61.06,4,Carte bancaire,Île-de-France,Application mobile
16b615bf-bd6d-4f6a-85d0-134f16b090d4,2024-11-03,e7ab1c64-8cc3-4fc4-8280-4d0da2f90410,Fitness,Skill Fitness,87.37,4,Carte bancaire,Hauts-de-France,Site web
6bf271e0-817c-440d-a237-514710933ef3,2024-06-29,db188ed3-4b04-461a-b405-c6069532da09,Accessoires,Garden Accessoires,167.27,2,Apple Pay,Bretagne,Site web
2d2a6c2a-af4d-4eb7-9c2b-d64510e2eba7,2024-06-15,24d8f87c-44a8-464e-ae40-4262015ca7f7,Yoga,Office Yoga,201.71,3,Apple Pay,Occitanie,Site web
34859574-3d04-4509-9201-452676acd2f8,2025-04-02,2f660a46-b751-4a66-aef3-023bbfaf05cd,Accessoires,Positive Accessoires,22.03,4,Apple Pay,Île-de-France,Marketplace
3aceda8f-365f-41a7-b05e-f496a4d58936,2025-03-04,0281162e-9827-4361-9b1f-3f830bf8f9ad,Accessoires,Herself Accessoires,175.39,1,PayPal,Île-de-France,Site web
d6a5a337-63b3-4f25-b242-95bfe0e7e452,2025-01-14,f91565e5-8047-4df5-a395-0a43e708c73f,Yoga,Vote Yoga,104.87,3,PayPal,Occitanie,Site web
0254a7f0-0f93-4dfe-b8f4-413249272288,2024-05-26,45dfc573-97be-4645-9cb2-0d4c75b88282,Yoga,Leg Yoga,86.14,2,Google Pay,Bretagne,Site web
94359c4b-b5c6-4343-992d-288f1f07e09c,2024-04-26,23f20449-e84b-428d-97d0-45bae89f5dda,Fitness,Close Fitness,154.61,3,Apple Pay,Grand Est,Marketplace
b9b2e4a1-dfd1-4af0-9eae-c8ca44e12bae,2024-09-03,582ecb09-8347-4606-b78f-fc8195aa61fb,Accessoires,Avoid Accessoires,248.99,1,PayPal,Grand Est,Application mobile
79aaa2a4-9679-406b-a28c-e48b9f6f5383,2024-08-25,d811b111-ca9c-4696-aee1-ab725f9541bb,Accessoires,Form Accessoires,159.03,1,Apple Pay,Bretagne,Site web
cded6e33-f200-4f33-a66d-13317fb6e0d2,2024-08-26,22ab56b7-7c54-4e64-b6d8-f4580edbce0a,Yoga,Bad Yoga,105.86,4,Google Pay,Grand Est,Marketplace
a7fd26af-8462-40c7-8ebf-81a2f344be38,2025-01-30,1d13b13f-4d57-4ef8-97cb-ecd294579ceb,Cardio,Inside Cardio,108.25,4,Google Pay,Occitanie,Site web
c6559d81-46be-4099-abc9-2d33b63cee9f,2024-10-06,3168aae4-15ae-41ee-87e1-439664faa462,Accessoires,Save Accessoires,128.02,1,Apple Pay,Hauts-de-France,Site web
7ed4c32b-5793-4636-b932-06f2feafb070,2024-05-14,bf5d88af-0198-4087-b8e2-4affee39e8ae,Yoga,Center Yoga,247.62,3,PayPal,Île-de-France,Marketplace
d2cf2262-0268-4735-a18a-fdbc8b68c1ad,2024-07-06,154d0783-d292-4197-844f-09b52bca2b18,Fitness,Reflect Fitness,24.82,2,Apple Pay,Île-de-France,Marketplace
635c639b-13b5-45ec-bc0c-d236cfc1518b,2024-10-08,bd1e0297-8df3-4218-9863-0037220ed84a,Vêtements,Game Vêtements,183.34,3,Carte bancaire,Grand Est,Site web
30b75f0a-9699-4e0f-b944-e99ec141641a,2025-01-27,89eee460-04b1-4cbc-a2db-6ac39443f956,Vêtements,President Vêtements,63.88,3,Apple Pay,Hauts-de-France,Site web
99d761fd-bd0f-48a9-a228-0f1ab3705377,2025-02-01,14e8aaaf-d332-4867-81b9-0d7c906ec5e2,Cardio,Nature Cardio,44.6,3,PayPal,Grand Est,Marketplace
aaca690d-5bd4-474e-8814-282e97456172,2024-09-29,a1a965d8-9bdc-4cff-af75-7cf48e9a31ff,Yoga,None Yoga,170.73,2,Apple Pay,Hauts-de-France,Application mobile
74e58ae0-18a6-41fe-bf08-d1d7836ebf8f,2024-04-13,926d0ed1-0055-40fe-9648-cd9eb163df8c,Fitness,Growth Fitness,235.24,2,Apple Pay,Île-de-France,Application mobile
6da2cb5a-aecb-4f43-a92a-6ec22b6b4952,2025-02-13,67990eed-3015-446a-b01c-65a6b063d36f,Accessoires,Project Accessoires,94.63,4,Carte bancaire,Île-de-France,Marketplace
c2c7b5f5-9da0-42da-92cd-e3ad2b01eb14,2024-10-08,c46005d0-0b59-4e7d-bdc0-7b539bab935c,Cardio,Wide Cardio,69.45,4,Apple Pay,Grand Est,Application mobile
16d10f12-faa9-4340-a5c8-e8f4e756b8c2,2024-06-15,264b8f44-8f5d-4a6a-8468-6be7517f3e50,Fitness,Democratic Fitness,245.6,2,PayPal,Bretagne,Application mobile
6494add6-e53e-47cf-a31d-106f49ed0cbe,2024-11-26,a8c0ec95-da82-4a6e-8763-6043251cddd8,Accessoires,Professor Accessoires,200.52,2,Carte bancaire,Grand Est,Site web
4c121834-2e2f-4bf1-a8fc-eac9a1e3a7a1,2025-02-23,909d7d35-11a0-4c70-a581-19384a828199,Yoga,Knowledge Yoga,159.81,4,Carte bancaire,Île-de-France,Site web
073d8493-ad42-4595-b9bb-53b3c3a693bb,2024-11-17,9c192cd8-c1f4-4803-9ce9-0e60d3034f8d,Cardio,Card Cardio,200.49,1,PayPal,Île-de-France,Application mobile
595ddf2f-ec42-4d65-b38c-866e6df23c90,2024-06-16,b3cbea42-4335-4dde-be13-72f4f71082ea,Cardio,Lawyer Cardio,180.59,3,Google Pay,Île-de-France,Site web
a436fb57-3916-4e84-95ad-4ed8b34d9b04,2024-06-15,61aeccec-3ad5-4572-b995-1ee3500a456b,Yoga,Nearly Yoga,176.51,1,Carte bancaire,Occitanie,Application mobile
a5b0c594-67dc-47e2-bf3d-a991c2e23bf6,2024-08-12,1b6662ae-f2da-4509-ba6c-cf101afa4b71,Accessoires,Chair Accessoires,75.91,3,Apple Pay,Occitanie,Marketplace
8c0956ba-7de4-47ec-b069-50230d6bddbf,2024-11-18,96560be5-73ea-4acc-a6ec-41b3e109b8fc,Yoga,Marriage Yoga,157.67,4,Apple Pay,Occitanie,Site web
79e1c578-448d-4bbe-b2c4-b9bde4844c1e,2024-07-28,2d1f47a0-0b30-4b28-aca2-eb730e52bd19,Fitness,Per Fitness,165.53,4,Google Pay,Grand Est,Site web
24be8294-926b-4dcd-921c-626cc0daffa7,2025-01-13,446ac823-0880-4e85-8c73-688cce6b9429,Vêtements,Enter Vêtements,223.89,4,Google Pay,Île-de-France,Marketplace
94263290-680e-4fd3-b49d-d747224f6f12,2024-07-29,f62d6cf7-5aab-42c4-9554-9dbac9fb95fe,Accessoires,Choice Accessoires,241.58,3,Google Pay,Hauts-de-France,Marketplace
5c7aacd2-83c3-4e18-96c1-bb5cedfa127e,2024-04-16,e45947a0-0db3-41dd-8fab-1a14bf2969e3,Fitness,Car Fitness,37.99,4,Apple Pay,Grand Est,Application mobile
5f90f0d2-757e-4ccc-a423-022b8c1cc304,2024-07-28,257ffb78-b084-407b-939f-7fbdb7e6f26b,Yoga,Road Yoga,168.15,3,Google Pay,Île-de-France,Marketplace
eb288004-c879-48e3-ae4c-0f31ca36f480,2024-04-15,7d12519e-8f39-45b6-80d3-b9417a0ca6e3,Accessoires,Whatever Accessoires,82.01,1,Apple Pay,Grand Est,Marketplace
3fbdf44c-e31d-4b6a-afe8-02bcfac97b59,2025-01-13,9ec33828-168c-4cce-be05-28d504afd490,Accessoires,Same Accessoires,24.6,2,Carte bancaire,Occitanie,Site web
a49a44b1-0502-435f-8c2e-ceab7bd4f647,2024-09-06,b9019775-d844-499d-9312-9e55eceae64f,Vêtements,Relate Vêtements,101.46,2,Google Pay,Grand Est,Site web
84181bef-9e2d-4b2f-81a5-e07be10aa2eb,2024-12-07,6f2b7e7c-8fe4-4e61-aa60-64e133863e9a,Accessoires,Street Accessoires,65.94,4,Apple Pay,Occitanie,Marketplace
2da822b5-04c3-4854-9f59-95c8868c89c8,2025-03-02,464dbbb8-fe6a-4b07-904d-4577218c7bdf,Yoga,About Yoga,103.16,4,PayPal,Bretagne,Application mobile
82680f71-6202-4b4f-a2f9-2ad0fde860c7,2024-07-09,4ea304a3-4f78-4287-a2c7-9076cd413fae,Cardio,Win Cardio,238.03,3,PayPal,Occitanie,Marketplace
6c393fc3-721d-49c1-b388-e2cb70c99642,2024-08-09,7f65dcf9-6734-48b3-a644-f59d0d7c57f4,Vêtements,Generation Vêtements,149.39,3,PayPal,Bretagne,Application mobile
9d1c2abc-637d-4d31-82f3-64778db3310c,2024-09-14,2ebcd063-1edd-4543-b39e-675030ae0ed4,Vêtements,Southern Vêtements,244.23,1,Carte bancaire,Bretagne,Application mobile
a75dc6df-c0a1-4886-b5e6-992fddfe7bb5,2024-09-21,6f24c629-ab4b-471b-af4c-ab77cdc16ff5,Vêtements,These Vêtements,149.75,1,PayPal,Grand Est,Application mobile
c02b06f1-4725-43b8-98a0-552bbf6a17a1,2025-01-03,b342baa0-e0f8-4379-8f04-03cbe420d1fe,Fitness,Sometimes Fitness,197.4,1,Carte bancaire,Grand Est,Application mobile
9e3d95c6-1106-4ff5-a6b8-0820775e8c41,2024-06-05,bb521cf5-9117-4b61-9e6d-26c710799f7e,Fitness,Week Fitness,143.3,3,Carte bancaire,Hauts-de-France,Application mobile
933c37c4-0264-498e-a610-af790a5bc9fb,2024-12-15,4b8395d2-7798-498d-875b-8887e9d6e130,Cardio,Somebody Cardio,82.64,2,Carte bancaire,Grand Est,Application mobile
afd967fe-da84-4ef8-8c45-0589e0df9bd4,2025-02-05,e9fe73fb-136b-4744-9332-4b70a8436c5d,Vêtements,Analysis Vêtements,80.8,4,PayPal,Île-de-France,Marketplace
88a58e21-16a4-4316-bf6f-409b5cbe9301,2025-02-20,dfc43e6c-19a3-4d19-994e-e43f11a4abe2,Accessoires,Board Accessoires,150.35,2,Carte bancaire,Hauts-de-France,Marketplace
9ab2a529-8431-4a0c-9bd3-ef17a765cb66,2025-02-19,6a7132ab-561b-4efd-b7bb-156e0a260756,Cardio,Small Cardio,69.48,3,Google Pay,Hauts-de-France,Marketplace
8a6b31aa-4be2-4baa-9c2c-b33f80e4cfc7,2024-04-21,37da9f4a-ba84-4ba2-a211-d12d5f4c0f82,Accessoires,Debate Accessoires,38.32,2,Carte bancaire,Occitanie,Application mobile
65823563-95b9-434c-bd01-66b09d85e9bf,2024-12-24,9eb3b61c-4dae-457d-a749-7c9ea8036d32,Yoga,Woman Yoga,105.16,2,Apple Pay,Bretagne,Application mobile
7fd1d874-a1fa-4f58-8870-591f2b999995,2024-11-12,02cf87c2-0e5d-4ece-b808-a243d6ab981c,Cardio,Policy Cardio,139.05,3,PayPal,Hauts-de-France,Application mobile
7d837251-874c-4695-9e63-e1553b3e1b8e,2025-01-19,a07baf2a-b576-4092-9ff9-e9dd9ad088b2,Cardio,Surface Cardio,229.23,1,Apple Pay,Bretagne,Site web
71393cd0-8bbf-4438-a92a-d8141bcd37b9,2024-08-11,cb877880-6754-41e5-983b-1a71e84cc9e9,Fitness,Offer Fitness,115.58,2,PayPal,Occitanie,Marketplace
47d1a8b5-91ac-4497-b0a5-5f8d12a3c3e1,2025-03-18,d243b291-78a1-4e23-a3bd-4fa036b86581,Accessoires,Message Accessoires,106.7,1,Carte bancaire,Grand Est,Marketplace
d1940b9a-f31a-4e8e-bd41-f4a92557d04d,2024-09-26,73b155b7-371d-43d4-8e39-f56517e47034,Yoga,Show Yoga,85.22,2,PayPal,Bretagne,Marketplace
78211a97-d6fe-4899-9b3c-a79cb1556a61,2024-08-30,429feb63-6530-4951-96ab-b93a69f0008f,Vêtements,Role Vêtements,29.13,1,Carte bancaire,Île-de-France,Marketplace
25090e5d-ae2f-4d36-b343-d7d2995d8cd9,2024-12-04,c3bc98f5-fd6d-4bcf-82e6-60898faef271,Yoga,Along Yoga,217.67,3,PayPal,Occitanie,Marketplace
c0c66df5-14cf-4f39-9145-403641481080,2024-11-14,bbc27f31-4c3f-4a5e-81ba-2c3678f15e7b,Fitness,Image Fitness,63.9,1,Apple Pay,Grand Est,Application mobile
56d2ec65-70c8-4199-bfc1-8ed2036acef7,2025-01-05,de46a4a8-d20e-4a07-b38c-6f51dbb45e1e,Fitness,Prevent Fitness,177.98,4,Carte bancaire,Grand Est,Marketplace
a2f0966b-75a0-4dfc-a504-df9a6e7f85ca,2024-10-12,421c09a5-6737-4c9b-9979-73620ae5b57a,Fitness,In Fitness,162.19,3,Apple Pay,Bretagne,Site web
1ed105eb-4c4c-4e19-baee-9221f4feb11a,2024-10-31,707b1e02-1d0e-4826-8367-18f69400fb0b,Cardio,Pretty Cardio,223.45,2,Google Pay,Grand Est,Application mobile
826798e6-c57d-494b-a07a-bd9f28106445,2024-12-14,e4c2564b-4a3c-4df2-a80d-29be18eb9c3d,Vêtements,Major Vêtements,146.3,2,PayPal,Occitanie,Site web
80d7d242-05fa-4985-9e95-1081b2e612f5,2025-01-01,b0976804-b108-40c6-b9d4-f2d37a4d18e9,Accessoires,Matter Accessoires,241.6,4,PayPal,Occitanie,Marketplace
9e725cbf-a82d-4307-be75-f7eb511426f7,2025-03-12,ff580cfe-27e4-4300-ba6f-68d55543359a,Vêtements,Fear Vêtements,235.12,1,Carte bancaire,Grand Est,Application mobile
46c985e2-040c-479b-a1db-b363c7edb3bc,2025-03-09,8927a3c5-42b5-495a-82e9-d81d8a27e2ec,Yoga,Their Yoga,234.53,3,Google Pay,Hauts-de-France,Marketplace
51c160ef-7ab4-4eca-87af-6d6db850c083,2024-10-14,9efaa301-a715-4883-8938-6504def82d26,Vêtements,Build Vêtements,238.86,2,PayPal,Occitanie,Application mobile
46a4a60a-24fd-4138-b450-2caa8cde4258,2024-06-10,01cefdc6-108a-455f-a21d-fde332fe69b0,Vêtements,Necessary Vêtements,28.68,4,Google Pay,Grand Est,Marketplace
5f182e00-7794-4f01-8e9d-1cea67ce7682,2024-09-28,e5b8536e-3451-4422-8696-80bf1b22aadb,Accessoires,Itself Accessoires,76.73,2,Apple Pay,Île-de-France,Marketplace
6df7fadd-855a-4a09-9eaa-a0c9f5119592,2024-12-20,3b321c6b-faaa-47f2-a2e9-45098c550466,Fitness,Water Fitness,191.4,3,PayPal,Île-de-France,Marketplace
d28539a8-6f14-4beb-a066-33f0ed0113b2,2025-03-14,4b4cf744-503f-4348-a601-a626bb853ea9,Yoga,Tree Yoga,108.82,4,Apple Pay,Bretagne,Site web
03b69e5e-4442-4c45-8178-0ee174698fd4,2024-04-19,d881fb44-f3dc-4b6b-8fbf-5c77412a9248,Fitness,Go Fitness,149.85,4,Carte bancaire,Bretagne,Application mobile
06dc2f5f-de7c-4c81-8874-da74d5f3ce61,2025-03-24,516359d4-800c-4af9-9b1f-8d026c967953,Yoga,Society Yoga,145.4,3,Apple Pay,Bretagne,Application mobile
edad035d-a2d6-4211-ac65-6f4c81e10e7e,2024-09-12,20d6be83-5cc2-42b5-9403-f653b91ecaca,Yoga,Customer Yoga,122.39,2,Carte bancaire,Hauts-de-France,Site web
9dda6c33-2458-4bb3-b0a6-651d6b15cc71,2024-08-02,b75132e7-c237-4c21-a7d4-cbeaa5157414,Accessoires,Physical Accessoires,18.33,2,PayPal,Île-de-France,Site web
f57371b6-9b9f-472c-9464-488298634d53,2025-02-12,d228ba79-3d97-419d-81b0-44afa5825fa2,Yoga,Voice Yoga,158.39,3,Carte bancaire,Grand Est,Application mobile
ee65f009-d0c2-4673-85bb-d995360a6315,2025-01-23,b177905a-c5a6-433a-b963-61b658e66113,Cardio,Different Cardio,209.95,1,Apple Pay,Bretagne,Site web
